Code;Date;Precipitation;DryBulbTemp;WetBulbTemp;MaxTemp;MinTemp;Humidity;PressureStation;PressureSea;WindDirection;WindSpeed;Insolation;Cloudiness;Evaporation;AvgCompTemp;AvgRelHumidity;AvgWindSpeed
83623;01/10/1976 00:00:00;;;;;;;;;;;7.3;;6.1;;91;0.666667
83623;01/10/1976 12:00:00;;22.3;21.1;;11.2;90;954.6;;0;0;;5;;;;
83623;01/10/1976 18:00:00;;29.4;28.1;;;90;952.6;;18;1;;8;;;;
83623;02/10/1976 00:00:00;;23.3;22.3;;;92;955;;14;1;10.8;10;4.2;;92.75;0.666667
83623;02/10/1976 12:00:00;0;19.4;19.1;;8.1;98;956.2;;14;1;;0;;;;
83623;02/10/1976 18:00:00;;28.4;27.1;;;91;955.1;;0;0;;2;;;;
83623;03/10/1976 00:00:00;;22.3;21.3;;;91;955.1;;14;1;8.8;0;6.3;;91;0.666667
83623;03/10/1976 12:00:00;0;21.2;20.3;;14.9;93;955.5;;9;1;;0;;;;
83623;03/10/1976 18:00:00;;31;29.1;;;87;952;;9;1;;8;;;;
83623;04/10/1976 00:00:00;;26.2;25.1;;;92;952.7;;0;0;10.7;;10.5;;90.5;2.666667
83623;04/10/1976 12:00:00;0;25;23.1;;13.5;85;955.2;;5;7;;0;;;;
83623;04/10/1976 18:00:00;;31.4;30.1;;;91;951.6;;5;1;;8;;;;
83623;05/10/1976 00:00:00;;26;25.1;;;93;951.1;;0;0;0;0;10.5;;99;2
83623;05/10/1976 12:00:00;0;16.4;16.2;;9.1;98;957.1;;23;3;;10;;;;
83623;05/10/1976 18:00:00;;18.2;18;;;98;951.5;;5;3;;10;;;;
83623;06/10/1976 00:00:00;;18.2;18.1;;;100;952.8;;0;0;9.3;10;0;;93;1
83623;06/10/1976 12:00:00;0;19.4;19.2;;9.9;98;955.8;;14;1;;9;;;;
83623;06/10/1976 18:00:00;;24.3;23.9;;;96;953.6;;14;1;;8;;;;
83623;07/10/1976 00:00:00;;20.1;18.9;;;89;953.9;;14;1;10.9;0;4.6;;94.75;1.666667
83623;07/10/1976 12:00:00;0;21.4;20.3;;6.5;91;957.6;;9;3;;0;;;;
83623;07/10/1976 18:00:00;;28.3;27.3;;;92;953;;9;1;;8;;;;
83623;08/10/1976 00:00:00;;22.3;22.1;;;98;953.4;;14;1;8.3;0;6.3;;91.5;3.666667
83623;08/10/1976 12:00:00;0;23.2;20;;11.2;74;955.9;;5;9;;3;;;;
83623;08/10/1976 18:00:00;;29.1;28;;;92;950.6;;5;1;;9;;;;
83623;09/10/1976 00:00:00;;19.1;19;;;100;955.4;;23;1;2.3;10;10.9;;98;4
83623;09/10/1976 12:00:00;25.4;20.2;19.9;;10.9;98;953.2;;5;9;;10;;;;
83623;09/10/1976 18:00:00;;24.1;23.9;;;98;949.6;;32;3;;10;;;;
83623;10/10/1976 00:00:00;;18.3;18.2;;;98;953.2;;0;0;11;;1.8;;90.25;0.666667
83623;10/10/1976 12:00:00;11.4;21.1;20.2;;18.3;91;954.6;;0;0;;0;;;;
83623;10/10/1976 18:00:00;;26.3;25.3;;;92;953.5;;14;1;;7;;;;
83623;11/10/1976 00:00:00;;21.2;19.9;;;89;955;;14;1;11.2;0;1.8;;90.25;0
83623;11/10/1976 12:00:00;0;20.1;19.2;;8.7;91;958;;0;0;;0;;;;
83623;11/10/1976 18:00:00;;27.4;25.2;;;84;956.8;;0;0;;8;;;;
83623;12/10/1976 00:00:00;;22.2;21.3;;;93;957.1;;0;0;10.9;;5.5;;84.5;1
83623;12/10/1976 12:00:00;0;20.4;20.1;;9.1;96;961.1;;18;1;;0;;;;
83623;12/10/1976 18:00:00;;30.2;24.2;;;62;957;;18;1;;8;;;;
83623;13/10/1976 00:00:00;;24;22.9;;;90;956.6;;14;1;10.2;0;5.8;;82.75;1
83623;13/10/1976 12:00:00;0;24.4;24;;9.7;97;958.6;;9;3;;3;;;;
83623;13/10/1976 18:00:00;;31;24.9;;;62;955;;0;0;;8;;;;
83623;14/10/1976 00:00:00;;26;24.2;;;86;954.6;;0;0;10.9;0;11.3;;70.25;0.666667
83623;14/10/1976 12:00:00;0;26.1;21.3;;14.1;66;956.8;;5;1;;0;;;;
83623;14/10/1976 18:00:00;;32.2;26.2;;;63;954.4;;0;0;;8;;;;
83623;15/10/1976 00:00:00;;28.2;24.9;;;76;955;;9;1;10.7;0;11.6;;80;0.333333
83623;15/10/1976 12:00:00;0;27.3;26;;14.8;90;957.1;;5;1;;4;;;;
83623;15/10/1976 18:00:00;;33.2;31;;;86;954.2;;0;0;;5;;;;
83623;16/10/1976 00:00:00;;28.2;24.3;;;72;954.3;;0;0;10.2;0;11.6;;83;1.333333
