Code;Date;Precipitation;DryBulbTemp;WetBulbTemp;MaxTemp;MinTemp;Humidity;PressureStation;PressureSea;WindDirection;WindSpeed;Insolation;Cloudiness;Evaporation;AvgCompTemp;AvgRelHumidity;AvgWindSpeed
83373;01/04/1994 00:00:00;;;;26.5;;;;;;;5.2;;0.6;20.96;82.5;0.266667
83373;01/04/1994 12:00:00;13.1;23.3;20.2;;14.8;75;895.8;;18;0.8;;3;;;;
83373;01/04/1994 18:00:00;;21.3;19.1;;;81;893.5;;0;0;;7;;;;
83373;02/04/1994 00:00:00;;20.1;18.7;27.1;;87;894.9;;0;0;5;1;1.8;20.68;84.75;2.466667
83373;02/04/1994 12:00:00;4.6;23.5;21.1;;16.2;80;894.2;;27;2.9;;1;;;;
83373;02/04/1994 18:00:00;;26.8;22.9;;;71;890.5;;36;4.5;;3;;;;
83373;03/04/1994 00:00:00;;18.3;17.7;26.7;;94;894.6;;0;0;5.4;10;1.9;20.92;85.75;1.033333
83373;03/04/1994 12:00:00;2.2;21.3;20.1;;15.6;89;893.4;;14;3.1;;10;;;;
83373;03/04/1994 18:00:00;;25.6;21.3;;;68;891.2;;0;0;;8;;;;
83373;04/04/1994 00:00:00;;20.5;19.7;27.1;;93;892.8;;0;0;6.8;8;1.5;21.06;83.5;1.866667
83373;04/04/1994 12:00:00;35.4;21;19.8;;18.6;89;893.7;;9;2.8;;10;;;;
83373;04/04/1994 18:00:00;;26.6;20.9;;;59;890;;9;2.8;;8;;;;
83373;05/04/1994 00:00:00;;19.3;18.5;27;;93;891;;0;0;9.2;5;2.3;21.2;75.25;1.5
83373;05/04/1994 12:00:00;0;22.1;19.9;;15.9;81;893.2;;5;2.6;;5;;;;
83373;05/04/1994 18:00:00;;26.8;20.5;;;56;890;;14;1.9;;6;;;;
83373;06/04/1994 00:00:00;;20.5;18.5;26.9;;82;891.8;;0;0;5.7;1;3;21.38;79.5;1.666667
83373;06/04/1994 12:00:00;1.2;22.7;19.3;;17.1;72;893.7;;36;1.9;;9;;;;
83373;06/04/1994 18:00:00;;26.5;20.9;;;60;890.5;;36;1.9;;4;;;;
83373;07/04/1994 00:00:00;;20.1;19.3;27.5;;93;892;;9;1.2;6.4;4;2.9;21.22;82.5;2.233333
83373;07/04/1994 12:00:00;0;22.3;20.3;;16.9;83;892.3;;27;2.3;;9;;;;
83373;07/04/1994 18:00:00;;26.2;19.3;;;51;889;;5;2.8;;5;;;;
83373;08/04/1994 00:00:00;;19.7;19.5;25;;98;891.3;;36;1.6;1.8;10;2.5;19.62;94.25;1.833333
83373;08/04/1994 12:00:00;1.5;19.5;19.1;;17;96;891.3;;18;1.3;;10;;;;
83373;08/04/1994 18:00:00;;22.3;21;;;89;887.9;;5;2.6;;9;;;;
83373;09/04/1994 00:00:00;;18.3;17.9;26.5;;96;891.2;;18;1.6;7.9;10;0.9;20.96;84.25;1.466667
83373;09/04/1994 12:00:00;1.9;22.1;19.7;;15.6;80;892.2;;0;0;;1;;;;
83373;09/04/1994 18:00:00;;25.8;21.1;;;65;890.6;;14;1.6;;5;;;;
83373;10/04/1994 00:00:00;;20.3;19.9;25;;96;892.9;;14;2.8;3.4;10;2.7;20.48;86;2.5
83373;10/04/1994 12:00:00;34.4;20.3;18.8;;18.9;87;895.8;;9;2;;10;;;;
83373;10/04/1994 18:00:00;;25;20.9;;;69;892.7;;9;3.3;;9;;;;
83373;11/04/1994 00:00:00;;19.1;18.5;25.1;;94;894;;9;2.2;5.8;3;2.1;20.08;83.75;1.866667
83373;11/04/1994 12:00:00;10.8;20.1;18.7;;16.6;87;895.6;;9;2.5;;10;;;;
83373;11/04/1994 18:00:00;;24.5;19.5;;;62;892.9;;9;2.2;;7;;;;
83373;12/04/1994 00:00:00;;19.3;18.5;27.3;;93;895.3;;9;0.9;10.3;1;2.2;20.82;83.75;2.066667
83373;12/04/1994 12:00:00;0;21.6;20;;14.6;86;895.8;;9;2.2;;7;;;;
83373;12/04/1994 18:00:00;;26.8;21.1;;;59;892.9;;14;2.4;;3;;;;
83373;13/04/1994 00:00:00;;20.3;19.7;27.2;;95;894.2;;9;1.6;7.5;0;3.3;21.82;79.25;2.066667
83373;13/04/1994 12:00:00;0;22.9;20.3;;16.8;79;895.3;;9;2.3;;3;;;;
83373;13/04/1994 18:00:00;;25.8;20.7;;;62;892.3;;9;2.9;;9;;;;
83373;14/04/1994 00:00:00;;21.1;19.7;27.1;;88;894.4;;5;1;4.8;9;2.6;21.84;79.75;2.133333
83373;14/04/1994 12:00:00;0.8;22.9;20.4;;18.8;79;893.7;;5;2.6;;2;;;;
83373;14/04/1994 18:00:00;;26.6;21.9;;;66;891.2;;9;3.8;;8;;;;
83373;15/04/1994 00:00:00;;20.2;18.8;26.9;;87;894.1;;0;0;2.8;4;3;21.34;80.5;1.4
83373;15/04/1994 12:00:00;0;23.1;20.1;;15.3;76;893.8;;9;2.4;;4;;;;
83373;15/04/1994 18:00:00;;25.7;20.3;;;60;891.8;;5;1.8;;5;;;;
83373;16/04/1994 00:00:00;;20.7;19.9;25.3;;93;893.7;;0;0;1.3;10;1.4;20.12;80.75;2.366667
83373;16/04/1994 12:00:00;0;20.5;19.3;;15.4;89;893.1;;9;4.5;;9;;;;
83373;16/04/1994 18:00:00;;24.8;18.9;;;56;891.1;;5;1.6;;10;;;;
83373;17/04/1994 00:00:00;;19.7;18.5;26.7;;89;893.6;;32;1;4.7;8;2;21.14;92;1.7
