Code;Date;Precipitation;DryBulbTemp;WetBulbTemp;MaxTemp;MinTemp;Humidity;PressureStation;PressureSea;WindDirection;WindSpeed;Insolation;Cloudiness;Evaporation;AvgCompTemp;AvgRelHumidity;AvgWindSpeed
83361;01/01/1961 00:00:00;;;;30.1;;;;;;;1.1;;2.3;25.2;83.5;1.9
83361;01/01/1961 12:00:00;;22.8;22.5;;21.9;98;991.4;;36;3;;10;;;;
83361;01/01/1961 18:00:00;;27.7;24.3;;;74;989;;32;2;;9;;;;
83361;02/01/1961 00:00:00;;25.6;23.3;32.4;;81;988.2;;36;0.7;4.1;3;1.9;27.36;73.25;3.566667
83361;02/01/1961 12:00:00;0;25.9;23.5;;23.9;81;991;;32;2.5;;10;;;;
83361;02/01/1961 18:00:00;;31.8;25.3;;;58;987.6;;32;5.7;;3;;;;
83361;03/01/1961 00:00:00;;27.3;24.3;30.7;;77;987.8;;36;2.5;3.8;7;3.6;25.58;81;4
83361;03/01/1961 12:00:00;4.1;26.7;24.1;;23.1;80;990.2;;32;5;;8;;;;
83361;03/01/1961 18:00:00;;29.9;24.6;;;64;986.6;;32;6;;8;;;;
83361;04/01/1961 00:00:00;;23.7;22.5;30.6;;90;987.1;;36;1;3.5;10;2.4;26.16;81.75;2.566667
83361;04/01/1961 12:00:00;14.8;25.3;23.9;;23.3;89;989.9;;36;2;;10;;;;
83361;04/01/1961 18:00:00;;29.9;24.7;;;64;987;;36;5.7;;9;;;;
83361;05/01/1961 00:00:00;;25.8;24.1;31.1;;87;987;;0;0;4.1;10;2.3;26.7;77.75;2.366667
83361;05/01/1961 12:00:00;1.3;25.1;23.5;;23.3;87;989.2;;36;2.4;;10;;;;
83361;05/01/1961 18:00:00;;28.7;24;;;66;986;;32;3.5;;8;;;;
83361;06/01/1961 00:00:00;;27;24.3;30.3;;79;985.4;;36;1.2;5.5;1;2.9;26.46;78.75;2.766667
83361;06/01/1961 12:00:00;1.5;25.1;24.1;;23.9;92;990.3;;32;4.4;;10;;;;
83361;06/01/1961 18:00:00;;29.4;24.1;;;63;988.2;;32;3.2;;6;;;;
83361;07/01/1961 00:00:00;;26.5;24;32.5;;80;988.4;;36;0.7;8.6;4;3.3;27.84;72;2.766667
83361;07/01/1961 12:00:00;0;26.9;23.8;;24.4;76;989.9;;32;3.3;;10;;;;
83361;07/01/1961 18:00:00;;31;24.7;;;58;987.1;;32;5;;8;;;;
83361;08/01/1961 00:00:00;;27.7;24.7;31.1;;77;987;;0;0;3.8;10;3.4;26.4;92.25;0.966667
83361;08/01/1961 12:00:00;0;27.3;24.5;;23.2;79;989.5;;32;2.9;;8;;;;
83361;08/01/1961 18:00:00;;24;23.7;;;98;988;;0;0;;10;;;;
83361;09/01/1961 00:00:00;;25.2;24.7;32.4;;96;987.6;;0;0;3.8;10;1.2;25.98;86.75;2.533333
83361;09/01/1961 12:00:00;29.7;26;24.6;;23.3;89;989.8;;32;2.2;;10;;;;
83361;09/01/1961 18:00:00;;31.1;25.9;;;64;986;;32;2;;9;;;;
83361;10/01/1961 00:00:00;;24.1;23.7;32;;97;988.2;;32;3.4;7.6;10;2.1;26.6;86.25;3.8
83361;10/01/1961 12:00:00;28.8;26.2;23.7;;23;81;989.8;;32;4;;7;;;;
83361;10/01/1961 18:00:00;;26.3;25.2;;;92;988.3;;18;3.9;;7;;;;
83361;11/01/1961 00:00:00;;25.9;24.1;32.4;;86;988.2;;5;3.5;5.1;7;2;26.12;83.25;3
83361;11/01/1961 12:00:00;4;26.9;24.7;;23.5;83;988.8;;32;4;;9;;;;
83361;11/01/1961 18:00:00;;31.9;25.5;;;58;986.2;;32;5;;9;;;;
83361;12/01/1961 00:00:00;;23.9;23.4;31.6;;96;988;;0;0;7.5;10;2.1;26.8;77.25;2.4
83361;12/01/1961 12:00:00;19.4;26.4;24.1;;22.6;82;988.7;;32;2.7;;7;;;;
83361;12/01/1961 18:00:00;;30.5;24.9;;;61;985.8;;32;2.5;;7;;;;
83361;13/01/1961 00:00:00;;26.7;24.5;30.3;;83;987.1;;36;2;6.8;10;2.5;26.58;76.5;3.266667
83361;13/01/1961 12:00:00;1.4;27;23.9;;24;76;989.2;;32;3.2;;10;;;;
83361;13/01/1961 18:00:00;;29.4;25.1;;;70;986.7;;36;4;;9;;;;
83361;14/01/1961 00:00:00;;25.8;23.3;30.6;;80;987.6;;36;2.6;6.4;8;3.4;26.48;71.25;3.566667
83361;14/01/1961 12:00:00;0.3;26.6;22.7;;23.6;70;990;;32;3.7;;6;;;;
83361;14/01/1961 18:00:00;;29.3;23.9;;;61;988.2;;32;4;;9;;;;
83361;15/01/1961 00:00:00;;25.8;22.9;34.3;;77;988;;36;3;8.8;1;3.6;26.84;75.25;3.5
83361;15/01/1961 12:00:00;0.3;26.5;23.3;;23.2;75;991.2;;32;3;;6;;;;
83361;15/01/1961 18:00:00;;32;25.2;;;56;987.9;;32;2.5;;4;;;;
83361;16/01/1961 00:00:00;;25.1;23.3;31.6;;85;988.7;;32;5;6;10;3;26.42;83;1.5
83361;16/01/1961 12:00:00;32;25.3;24;;22.6;90;991.4;;5;2;;9;;;;
83361;16/01/1961 18:00:00;;29.5;25.9;;;74;987.6;;0;0;;7;;;;
83361;17/01/1961 00:00:00;;26.3;24.2;29.9;;84;988.3;;32;2.5;4;9;2.6;26.52;82.25;3.433333
83361;17/01/1961 12:00:00;0.4;27.2;24.1;;24.1;77;993;;36;4.1;;9;;;;
83361;17/01/1961 18:00:00;;27.5;24.7;;;78;991;;27;3.2;;5;;;;
83361;18/01/1961 00:00:00;;25.7;24.1;31.9;;87;991.5;;32;3;8.5;10;2.1;27.02;71.75;2.533333
83361;18/01/1961 12:00:00;6;25.5;22.9;;22.9;79;995;;32;3.5;;8;;;;
83361;18/01/1961 18:00:00;;31.3;24.3;;;54;991.8;;36;4.1;;7;;;;
83361;19/01/1961 00:00:00;;27.4;24.4;34.3;;77;992;;0;0;11.2;0;3.6;27.3;67.75;3.5
83361;19/01/1961 12:00:00;0;28;23.5;;23.4;67;995.1;;36;3;;3;;;;
83361;19/01/1961 18:00:00;;33.3;24.9;;;48;992.3;;32;4;;6;;;;
83361;20/01/1961 00:00:00;;25.4;22.6;34.7;;78;992.3;;32;3.5;9.4;1;4.2;28.56;69;1.066667
83361;20/01/1961 12:00:00;0;27.4;24;;22.7;74;994.2;;0;0;;3;;;;
83361;20/01/1961 18:00:00;;34.2;25.3;;;46;990.7;;36;3.2;;8;;;;
83361;21/01/1961 00:00:00;;29;26;33.4;;78;991.5;;0;0;7.4;1;3.9;28.16;74;2.166667
83361;21/01/1961 12:00:00;0;28.9;25.1;;24.7;74;993.9;;32;3;;2;;;;
83361;21/01/1961 18:00:00;;32.7;25.5;;;54;989.6;;32;3.5;;9;;;;
83361;22/01/1961 00:00:00;;26.9;24.9;30;;84;989.6;;0;0;0.4;2;3.6;26.7;84;1.633333
83361;22/01/1961 12:00:00;0;27.5;24.7;;23.6;78;993;;32;2.5;;9;;;;
83361;22/01/1961 18:00:00;;28.5;25.4;;;76;990.2;;23;2.4;;10;;;;
83361;23/01/1961 00:00:00;;26.2;25.1;33.7;;91;990.6;;0;0;8.3;1;1.4;26.88;80.5;3.3
83361;23/01/1961 12:00:00;47;26.5;24.3;;23.2;82;992.4;;36;3.5;;10;;;;
83361;23/01/1961 18:00:00;;32.1;26.5;;;62;987.6;;32;4;;6;;;;
83361;24/01/1961 00:00:00;;25.5;24.1;30.9;;89;989.8;;14;2.4;4.2;9;2.8;26.46;80.5;2.633333
83361;24/01/1961 12:00:00;18.8;25.1;23.6;;23.7;88;992.4;;36;2.2;;10;;;;
83361;24/01/1961 18:00:00;;29.7;24.9;;;66;989.2;;32;4.7;;9;;;;
83361;25/01/1961 00:00:00;;26.3;24.2;28.5;;84;990.2;;36;1;0.9;8;2.2;25.84;91;1.266667
83361;25/01/1961 12:00:00;4;24.5;23.9;;23.4;95;993;;32;0.8;;10;;;;
83361;25/01/1961 18:00:00;;26.9;24.7;;;83;989.4;;32;3;;9;;;;
83361;26/01/1961 00:00:00;;26.4;25.5;27.5;;93;990.3;;0;0;0;10;0.8;24.32;94.75;0.966667
83361;26/01/1961 12:00:00;11.3;24.3;23.7;;22.6;96;992;;0;0;;10;;;;
83361;26/01/1961 18:00:00;;25.3;24.1;;;91;990.3;;18;2.9;;10;;;;
83361;27/01/1961 00:00:00;;23.6;23.1;28.3;;96;991.5;;0;0;0.9;10;0.6;24.02;88.25;1.333333
83361;27/01/1961 12:00:00;15.3;23.2;22.2;;22;91;992.6;;27;2;;10;;;;
83361;27/01/1961 18:00:00;;28.1;24.1;;;70;990.3;;27;2;;10;;;;
83361;28/01/1961 00:00:00;;23.3;22.9;27.1;;96;991.2;;0;0;0.1;10;0.9;23.64;92.25;2.033333
83361;28/01/1961 12:00:00;20.6;23.9;23.2;;22.2;94;992;;36;0.7;;10;;;;
83361;28/01/1961 18:00:00;;24.7;22.6;;;83;991.4;;36;2.9;;10;;;;
83361;29/01/1961 00:00:00;;22.5;22.1;29.6;;96;992.6;;36;2.5;3.5;10;0.8;24.8;86;1.333333
83361;29/01/1961 12:00:00;41.3;22.1;21.9;;21.3;98;993.6;;0;0;;10;;;;
83361;29/01/1961 18:00:00;;27.5;24.1;;;74;990.7;;5;4;;10;;;;
83361;30/01/1961 00:00:00;;25.5;23.7;33.4;;86;991.6;;0;0;10.4;10;1.9;27.38;70.75;2.8
